x,Advecção,Advecção-Difusão
-0.75,0.0,0.0038914556639614573
-0.19,0.0,0.09034871282603046
0.36,0.0,0.567097208284109
0.92,1.5,1.2360797737210392
1.47,1.5,1.4615549944001232
2.03,1.5,1.2812705288668118
2.58,0.0,0.6391318059684357
3.14,0.0,0.1148396416995239
3.69,0.0,0.005674306950355618
4.25,0.0,6.833371582790071e-05
