x,Advecção,Advecção-Difusão
5.25,0.0,0.0
5.81,0.0,2.849637192881005e-12
6.36,0.0,0.123649904810931
6.92,1.5,1.4999768185546765
7.47,1.5,1.5
8.03,1.5,1.4999982503881113
8.58,0.0,0.30349257144546193
9.14,0.0,1.2532158644162905e-10
9.69,0.0,0.0
10.25,0.0,0.0
