x,Advecção,Advecção-Difusão
3.75,0.0,0.0
4.31,0.0,6.161737786669619e-15
4.86,0.0,0.09034871409465817
5.42,1.5,1.4999976107958244
5.97,1.5,1.5
6.53,1.5,1.4999999029029667
7.08,0.0,0.26362063203470953
7.64,0.0,6.848688283156434e-13
8.19,0.0,0.0
8.75,0.0,0.0
