x,Advecção,Advecção-Difusão
5.25,0.0,0.1576091229366968
5.81,0.0,0.3602646913035549
6.36,0.0,0.6428199623388813
6.92,1.5,0.907299188819321
7.47,1.5,1.0237542155096961
8.03,1.5,0.9274980742054553
8.58,0.0,0.6722742344362367
9.14,0.0,0.3859330446999105
9.69,0.0,0.1731773683001588
10.25,0.0,0.05995610936792445
