x,Advecção,Advecção-Difusão
2.25,0.0,0.0
2.81,0.0,0.0
3.36,0.0,0.05472395548558859
3.92,1.5,1.4999999438692329
4.47,1.5,1.5
5.03,1.5,1.499999999186182
5.58,0.0,0.21150290319598072
6.14,0.0,8.326672684688674e-17
6.69,0.0,0.0
7.25,0.0,0.0
