x,Advecção,Advecção-Difusão
-2.25,0.0,0.0
-1.69,0.0,0.0
-1.14,0.0,0.0
-0.58,1.5,1.5
-0.03,1.5,1.5
0.53,1.5,1.5
1.08,0.0,0.0
1.64,0.0,0.0
2.19,0.0,0.0
2.75,0.0,0.0
